"ID","Date","Tank.ID","Sample.Name","All_Treatment","Primary_Treatment","Second_Treament","Third_Treatment","mean.�mol.CRE.g.protein","mean.AFDW","mean.mgProt.mgAFDW","mean.Resp.ugLhrindiv","mean.Biovol","mean.Shell.Length"
"18",20190731,"3","SG90","MM","M","M",NA,"1.799567664","6.2026","14.09748845","10.18371947","0.131864083","7.37466666666667"
"19",20190731,"24","SG100","AS","A","S",NA,"1.42757401","2.7","19.91928826","7.941826227","0.121297416","6.98166666666667"
"20",20190731,"34","SG127","AA","A","A",NA,"1.293516872","5.847058824","17.2279449","5.685158216","0.058364083","6.97066666666667"
"21",20190731,"4","SG128","AM","A","M",NA,"2.498592397","2.5412","10.64881518","7.034728593","0.112964083","6.728"
"22",20190731,"16","SG129","AS","A","S",NA,"1.620436249","2.85","7.973447419","6.200369068","0.099964083","7.29433333333333"
"23",20190731,"26","SG138","AA","A","A",NA,"1.716459868","1.764705882","26.15248647","11.16530068","0.091930749","6.90466666666667"
"24",20190731,"25","SG17","AA","A","A",NA,"1.918931064","5.657142857","7.816246119","7.352224968","0.123664083","7.47133333333333"
"25",20190731,"33","SG18","AA","A","A",NA,"1.147958022","10.68571429","9.403384056","9.811050237","0.071030749","6.41166666666667"
"26",20190731,"10","SG19","AM","A","M",NA,"1.70180445","2.5","25.16601321","6.506364862","0.097330749","6.881"
"27",20190731,"12","SG20","AM","A","M",NA,"1.312927506","7.389","26.85572377","8.579728425","0.157464083","8.18166666666667"
"28",20190731,"15","SG21","AS","A","S",NA,"2.119806416","0.892682927","28.10245385","9.546706574","0.099097416","7.187"
"29",20190731,"21","SG22","AS","A","S",NA,"1.286580603","6.02","21.39520783","12.2102925","0.170564083","7.754"
"30",20190731,"36","SG39","AA","A","A",NA,"2.150801717","3.289247312","12.24881136","8.44169107","0.064897416","6.82466666666667"
"31",20190731,"6","SG40","AM","A","M",NA,"0.908795214","6.0667","10.95142062","8.509899696","0.114330749","7.474"
"32",20190731,"14","SG41","AS","A","S",NA,"1.510281396","2.036363636","32.64099218","5.968952956","0.087130749","6.66433333333333"
"33",20190731,"5","SG57","AM","A","M",NA,"1.506997141","2.1778","19.61140122","4.955445716","0.099364083","6.52133333333333"
"34",20190731,"19","SG58","AS","A","S",NA,"1.176286049","4.578947368","20.03050025","9.654189458","0.128164083","7.077"
"35",20190731,"11","SG89","AM","A","M",NA,"0.194793299","3.116666667","4.643946437","8.881020901","0.113464083","7.292"
"36",20190731,"30","SG99","AA","A","A",NA,"1.380916306","2.442105263","17.54943084","5.165531537","0.094630749","7.15933333333333"
"37",20190807,"3","SG102","MM","M","M",NA,NA,NA,NA,"8.04802253","0.138897416","7.414"
"38",20190807,"32","SG108","MA","M","A",NA,NA,NA,NA,"8.812332517","0.153964083","7.82833333333333"
"39",20190807,"13","SG109","MS","M","S",NA,NA,NA,NA,"5.821315697","0.158297416","7.488"
"40",20190807,"7","SG118","MM","M","M",NA,NA,NA,NA,"12.4686132","0.110597416","7.95"
"41",20190807,"28","SG13","MA","M","A",NA,NA,NA,NA,"2.694516351","0.093730749","7.01166666666667"
"42",20190807,"23","SG131","MS","M","S",NA,NA,NA,NA,"9.823687668","0.130230749","7.284"
"43",20190807,"29","SG14","MA","M","A",NA,NA,NA,NA,"5.629941086","0.140630749","7.83166666666667"
"44",20190807,"1","SG15","MM","M","M",NA,NA,NA,NA,"7.782362785","0.119997416","7.448"
"45",20190807,"22","SG16","MS","M","S",NA,NA,NA,NA,"9.089807588","0.119230749","7.46966666666667"
"46",20190807,"17","SG27","MS","M","S",NA,NA,NA,NA,"8.548511648","0.161664083","7.50433333333333"
"47",20190807,"27","SG4","MA","M","A",NA,NA,NA,NA,"8.182342772","0.136964083","7.30733333333333"
"48",20190807,"9","SG5","MM","M","M",NA,NA,NA,NA,"6.353102123","0.121797416","8.09733333333333"
"49",20190807,"18","SG6","MS","M","S",NA,NA,NA,NA,"4.306256053","0.214397416","8.24433333333333"
"50",20190807,"35","SG80","MA","M","A",NA,NA,NA,NA,"8.050697703","0.119630749","7.13566666666667"
"51",20190807,"8","SG81","MM","M","M",NA,NA,NA,NA,"5.459600497","0.089697416","6.86733333333333"
"52",20190807,"20","SG82","MS","M","S",NA,NA,NA,NA,"4.269331821","0.144430749","7.502"
"53",20190807,"31","SG92","MA","M","A",NA,NA,NA,NA,"11.05642295","0.178164083","8.01133333333333"
"54",20190807,"2","SG93","MM","M","M",NA,NA,NA,NA,"7.767006843","0.162664083","7.70933333333333"
"55",20190807,"25","SG1","AA","A","A",NA,NA,NA,NA,"8.616125867","0.088697416","7.37266666666667"
"56",20190807,"5","SG10","AM","A","M",NA,NA,NA,NA,"9.402670885","0.090897416","7.664"
"57",20190807,"10","SG101","AM","A","M",NA,NA,NA,NA,"6.492854058","0.092097416","7.77"
"58",20190807,"12","SG107","AM","A","M",NA,NA,NA,NA,"7.357598136","0.123730749","7.588"
"59",20190807,"21","SG11","AS","A","S",NA,NA,NA,NA,"7.001480605","0.136530749","7.656"
"60",20190807,"16","SG12","AS","A","S",NA,NA,NA,NA,"1.777298441","0.056564083","6.52033333333333"
"61",20190807,"4","SG2","AM","A","M",NA,NA,NA,NA,"6.464856338","0.159497416","8.37266666666667"
"62",20190807,"14","SG3","AS","A","S",NA,NA,NA,NA,"6.11671812","0.084230749","7.673"
"63",20190807,"30","SG46","AA","A","A",NA,NA,NA,NA,"8.522512252","0.093830749","7.17966666666667"
"64",20190807,"26","SG64","AA","A","A",NA,NA,NA,NA,"6.525844994","0.068697416","6.766"
"65",20190807,"11","SG65","AM","A","M",NA,NA,NA,NA,"6.298841092","0.154997416","8.39466666666667"
"66",20190807,"15","SG66","AS","A","S",NA,NA,NA,NA,"7.318334968","0.129364083","7.20033333333333"
"67",20190807,"34","SG7","AA","A","A",NA,NA,NA,NA,"9.395834638","0.123897416","8.36566666666667"
"68",20190807,"33","SG78","AA","A","A",NA,NA,NA,NA,"8.045856372","0.077830749","6.90766666666667"
"69",20190807,"24","SG79","AS","A","S",NA,NA,NA,NA,"4.58216683","0.089530749","6.86566666666667"
"70",20190807,"36","SG8","AA","A","A",NA,NA,NA,NA,"7.969097711","0.130864083","7.20033333333333"
"71",20190807,"6","SG9","AM","A","M",NA,NA,NA,NA,"4.17800192","0.050297416","6.46233333333333"
"72",20190807,"19","SG91","AS","A","S",NA,NA,NA,NA,"7.765809104","0.116530749","7.90833333333333"
"73",20190814,"64","SG105","MAA","M","A","A","1.219128574","13.6714","8.487980063","4.132940037","0.102830749","7.166"
"74",20190814,"44","SG106","MMA","M","M","A","1.643297962","5.019047619","9.232931198","6.473047629","0.070564083","6.524"
"75",20190814,"67","SG112","MAA","M","A","A","2.261028582","2.724489796","15.15025082","6.75201955","0.089497416","6.18566666666667"
"76",20190814,"35","SG113","MAM","M","A","M","1.655351284","7.162264151","16.75500559","6.759181079","0.139164083","7.152"
"77",20190814,"39","SG114","MMA","M","M","A","0.998844769","10.5","14.63185785","9.443634179","0.084664083","6.80866666666667"
"78",20190814,"8","SG115","MMM","M","M","M","1.306356207","12.72857143","18.21318776","2.969196948","0.057097416","5.99066666666667"
"79",20190814,"17","SG116","MSM","M","S","M","1.052991348","11.3182","21.31057519","8.986423092","0.172897416","8.032"
"80",20190814,"37","SG121","MMA","M","M","A","1.353095104","5.4","16.60910931","5.256988652","0.101364083","6.25733333333333"
"81",20190814,"45","SG122","MMM","M","M","M","1.067448581","7.835087719","24.47384698","5.737137627","0.100364083","6.45166666666667"
"82",20190814,"43","SG123","MMM","M","M","M","1.384431771","12.79236641","11.14769665","6.71710648","0.104197416","6.378"
"83",20190814,"53","SG124","MSA","M","S","A","1.804831345","7.935483871","9.935887797",NA,NA,NA
"84",20190814,"49","SG125","MSM","M","S","M","2.092348111","25.8539","5.6191177","7.280926147","0.117230749","6.88733333333333"
"85",20190814,"22","SG126","MSM","M","S","M","3.134611417","3.457142857","5.603582091","9.026978713","0.106664083","6.92933333333333"
"86",20190814,"9","SG135","MMA","M","M","A","2.047535144","3.630769231","11.8855678","8.378828788","0.098846124","6.627"
"87",20190814,"54","SG136","MSM","M","S","M","1.203854559","14.91111111","18.63324207","6.75337066","0.105830749","6.73633333333333"
"88",20190814,"18","SG141","MSA","M","S","A","1.868834829","2.877777778","13.35370674","4.863783949","0.054397416","6.07066666666667"
"89",20190814,"59","SG142","MSM","M","S","M",NA,NA,NA,"5.874658696","0.132230749","7.157"
"90",20190814,"32","SG36","MAA","M","A","A","1.845885399","4.509090909","9.060761817","6.416152894","0.122697416","6.81"
"91",20190814,"71","SG50","MAA","M","A","A","1.477391416","5.590909091","15.75745682","5.03413214","0.115064083","6.91"
"92",20190814,"65","SG51","MAM","M","A","M","1.73429932","13.2","12.37338155","7.361637799","0.158697416","7.84633333333333"
"93",20190814,"68","SG52","MAM","M","A","M","0.8289617","6.8216","7.086347706","9.517189912","0.099997416","6.52733333333333"
"94",20190814,"2","SG53","MMA","M","M","A","2.648760403","2.888888889","10.33380096","10.04544046","0.123030749","7.058"
"95",20190814,"38","SG54","MMM","M","M","M","2.033279749","3.560273973","10.17037805","8.071522089","0.124597416","7.06766666666667"
"96",20190814,"23","SG55","MSA","M","S","A","1.454543119","19.8824","12.96727445","2.665012782","0.096164083","6.43433333333333"
"97",20190814,"56","SG56","MSA","M","S","A","1.314717968","7.8571","8.560623011","9.85112719","0.177897416","7.76066666666667"
"98",20190814,"29","SG72","MAA","M","A","A","1.886728499","7.1791","11.89016184","6.316499499","0.064697416","6.18933333333333"
"99",20190814,"31","SG73","MAM","M","A","M","1.458561325","3.9333","11.82010312","4.763332222","0.075430749","6.111"
"100",20190814,"7","SG74","MMA","M","M","A","1.968236157","4.447826087","10.20008434","7.54111066","0.115064083","6.92533333333333"
"101",20190814,"1","SG75","MMM","M","M","M","1.764067155","5.189473684","11.94309166","9.235884867","0.157797416","7.99666666666667"
"102",20190814,"58","SG76","MSA","M","S","A","1.400090984","14.2615","10.32965539","11.48420022","0.141197416","7.076"
"103",20190814,"63","SG85","MAM","M","A","M","1.142663556","12.1727","26.6262161","2.049703648","0.083430749","6.38"
"104",20190814,"20","SG86","MSM","M","S","M","1.629262972","11.76","13.03494529","11.35394243","0.097530749","7.23466666666667"
"105",20190814,"36","SG103","AAA","A","A","A","1.584577597","2.8","18.86056079","7.914671002","0.102497416","6.955"
"106",20190814,"11","SG104","AMA","A","M","A","1.817802387","3.888888889","8.544222344","6.088843329","0.090730749","7.07566666666667"
"107",20190814,"26","SG110","AAA","A","A","A","3.09219515","0.777777778","27.01706091","7.405225995","0.063930749","7.07166666666667"
"108",20190814,"12","SG111","AMM","A","M","M","2.3065264","2.138709677","12.9561669","9.142287964","0.101064083","7.64933333333333"
"109",20190814,"25","SG119","AAM","A","A","M","2.385651763","2.529268293","11.82478451","8.017017203","0.077364083","7.15633333333333"
"110",20190814,"47","SG120","AMM","A","M","M","2.173981413","24.96666667","18.88750295",NA,NA,"5.40733333333333"
"111",20190814,"69","SG132","AAM","A","A","M","1.797946244","4.35","9.295035365","9.403975649","0.104064083","6.60666666666667"
"112",20190814,"62","SG133","AAM","A","A","M","3.06173701","3.717241379","4.14839629","7.379201853","0.084330749","7.143"
"113",20190814,"50","SG134","ASA","A","S","A","1.740318977","4.541860465","14.16320195","10.45278079","0.067564083","6.518"
"114",20190814,"70","SG28","AAA","A","A","A","1.848669105","3.443478261","12.90663798","9.296533707","0.126630749","7.34533333333333"
"115",20190814,"61","SG29","AAA","A","A","A","2.047582237","2.618181818","14.66305153","4.777969441","0.074864083","6.626"
"116",20190814,"30","SG30","AAM","A","A","M","2.708121789","2.541176471","5.061042098","9.143835076","0.090364083","7.041"
"117",20190814,"4","SG31","AMA","A","M","A","1.777371886","6.105263158","4.120786149","8.737661521","0.105364083","7.36566666666667"
"118",20190814,"41","SG32","AMA","A","M","A",NA,NA,NA,"2.575745424","0.045064083","6.68666666666667"
"119",20190814,"10","SG33","AMM","A","M","M","1.752480166","1.35","1.625037044","7.519225114","0.062897416","6.35433333333333"
"120",20190814,"42","SG34","AMM","A","M","M","3.3201189","1.625","6.148578965","2.813345074","0.045464083","5.721"
"121",20190814,"14","SG35","ASM","A","S","M","1.702420333","3.575268817","10.7850584","7.545375158","0.086764083","7.14266666666667"
"122",20190814,"40","SG47","AMM","A","M","M","0.609680784","3.614285714","1.599324522","7.073276225","0.112064083","7.363"
"123",20190814,"24","SG48","ASA","A","S","A","1.642544462","1.05","50.82860562","8.881216647","0.050496124","6.701"
"124",20190814,"16","SG49","ASM","A","S","M","1.752832082","4.102597403","8.639046161","4.386734066","0.083697416","6.259"
"125",20190814,"33","SG67","AAA","A","A","A","3.869783264","0.763157895","19.65946734","7.574309186","0.104864083","6.81"
"126",20190814,"34","SG68","AAM","A","A","M","1.779428435","2.913513514","14.9866651","6.312492647","0.058930749","6.16766666666667"
"127",20190814,"48","SG69","AMA","A","M","A","3.54975131","4.971428571","2.850167538","6.594931839","0.059564083","6.25033333333333"
"128",20190814,"46","SG70","AMA","A","M","A","1.916790947","4.107246377","11.09272074","8.233245125","0.091797416","6.25933333333333"
"129",20190814,"52","SG71","ASA","A","S","A","2.19898353","4.414285714","6.560550189","4.589974612","0.070064083","6.54533333333333"
"130",20190814,"72","SG83","AAM","A","A","M","1.648574427","6.282178218","6.344308402","8.132358939","0.102130749","7.00666666666667"
"131",20190814,"51","SG84","ASM","A","S","M","1.481153744","5.460606061","12.84304627","8.568780749","0.053130749","6.31"
"132",20190814,"66","SG94","AAA","A","A","A","2.405096757","5.068965517","4.101200206","6.298415869","0.071397416","6.12466666666667"
"133",20190814,"6","SG95","AMA","A","M","A","1.05238362","0.142553191","62.79815101","6.517362138","0.066030749","7.23133333333333"
"134",20190814,"60","SG96","ASM","A","S","M","2.913050114","1.013793103","21.73913321","8.345786048","0.076897416","6.68766666666667"
